Plant Type,Moisture 1,Moisture 2,Humidity,Temperature,Motor State
moneyplant,dry,wet,44.41,36.38,0
moneyplant,wet,dry,62.42,38.16,0
moneyplant,dry,wet,32.98,30.54,0
moneyplant,dry,wet,77.38,38.48,0
9oclock,moist,dry,56.11,22.75,1
9oclock,dry,wet,59.95,35.68,1
9oclock,moist,wet,80.67,34.1,0
moneyplant,dry,wet,44.35,38.77,0
9oclock,dry,dry,38.69,16.82,1
9oclock,dry,wet,76.83,20.27,1
9oclock,wet,dry,82.34,23.07,1
9oclock,wet,wet,64.84,29.84,0
9oclock,dry,wet,37.07,23.61,1
9oclock,moist,moist,64.32,22.93,0
9oclock,dry,moist,70.33,22.93,1
moneyplant,wet,wet,69.0,31.65,0
9oclock,dry,moist,73.23,20.78,1
9oclock,dry,dry,77.07,20.86,1
9oclock,moist,dry,76.39,18.92,1
moneyplant,dry,moist,88.78,20.57,0
moneyplant,moist,wet,33.3,21.98,0
9oclock,dry,moist,82.56,21.3,1
9oclock,moist,dry,78.84,15.94,1
moneyplant,dry,wet,77.71,24.43,0
moneyplant,dry,wet,76.2,28.61,0
9oclock,wet,wet,36.03,35.99,0
9oclock,dry,moist,33.03,32.04,1
9oclock,wet,wet,44.86,36.78,0
9oclock,dry,moist,55.18,26.72,1
moneyplant,moist,dry,82.17,36.06,0
moneyplant,dry,dry,43.37,34.92,1
moneyplant,wet,dry,57.72,30.16,0
9oclock,wet,wet,30.89,35.13,0
9oclock,dry,moist,38.1,15.41,1
moneyplant,moist,wet,80.96,15.58,0
9oclock,moist,moist,84.13,26.11,0
9oclock,wet,wet,67.22,26.34,0
9oclock,moist,dry,46.4,26.81,1
moneyplant,dry,wet,80.49,26.74,0
9oclock,moist,wet,85.52,36.24,0
9oclock,wet,wet,78.91,17.18,0
9oclock,dry,dry,57.44,17.72,1
9oclock,moist,wet,58.31,34.66,0
9oclock,moist,dry,57.17,29.35,1
moneyplant,wet,wet,35.92,27.57,0
9oclock,wet,dry,64.06,26.09,1
moneyplant,dry,moist,65.91,21.44,0
moneyplant,wet,moist,38.45,15.53,0
moneyplant,moist,wet,31.85,18.2,0
moneyplant,wet,moist,71.4,17.44,0
9oclock,wet,wet,66.72,25.48,0
moneyplant,moist,dry,45.48,39.07,0
moneyplant,dry,moist,70.83,17.32,0
9oclock,wet,dry,47.48,17.67,1
9oclock,dry,wet,41.66,19.11,1
9oclock,moist,dry,44.43,33.58,1
9oclock,dry,moist,58.72,39.95,1
9oclock,dry,wet,80.21,17.99,1
9oclock,moist,wet,33.18,16.43,0
9oclock,wet,wet,65.75,32.95,0
moneyplant,wet,wet,30.25,26.28,0
9oclock,wet,moist,38.19,27.07,0
9oclock,dry,moist,66.44,33.53,1
moneyplant,moist,wet,54.57,35.68,0
moneyplant,dry,wet,81.04,21.01,0
9oclock,wet,wet,61.37,20.54,0
9oclock,moist,moist,56.58,25.03,0
moneyplant,wet,dry,70.35,27.63,0
moneyplant,moist,wet,43.26,23.97,0
moneyplant,moist,moist,43.74,36.91,0
9oclock,wet,dry,82.52,37.13,1
moneyplant,moist,moist,56.39,19.6,0
moneyplant,dry,dry,32.14,17.97,1
9oclock,wet,dry,54.01,37.46,1
moneyplant,wet,moist,37.34,26.2,0
moneyplant,wet,dry,83.43,29.72,0
moneyplant,dry,wet,44.59,35.38,0
moneyplant,dry,wet,62.44,24.9,0
9oclock,dry,wet,55.66,24.59,1
9oclock,wet,wet,36.94,34.7,0
9oclock,moist,moist,59.93,27.92,0
moneyplant,wet,wet,30.17,15.05,0
9oclock,dry,dry,47.56,30.25,1
9oclock,dry,dry,82.74,35.99,1
9oclock,wet,wet,56.06,21.48,0
9oclock,moist,dry,43.17,34.47,1
moneyplant,dry,wet,53.65,37.49,0
9oclock,moist,wet,43.35,21.32,0
9oclock,moist,dry,61.06,29.33,1
9oclock,wet,dry,83.57,21.23,1
moneyplant,wet,moist,86.64,39.84,0
moneyplant,dry,dry,78.01,36.94,1
moneyplant,wet,wet,41.83,22.87,0
9oclock,dry,moist,76.66,38.65,1
9oclock,dry,wet,70.48,20.97,1
moneyplant,dry,dry,72.98,36.93,1
moneyplant,wet,wet,44.13,35.96,0
moneyplant,moist,dry,75.04,16.79,0
9oclock,wet,dry,38.23,19.94,1
9oclock,wet,dry,48.72,19.89,1
moneyplant,moist,dry,88.73,18.46,0
9oclock,wet,dry,31.28,15.75,1
moneyplant,moist,wet,64.55,29.07,0
9oclock,moist,wet,67.5,17.4,0
moneyplant,moist,dry,30.68,23.31,0
9oclock,wet,moist,35.29,38.9,0
moneyplant,wet,wet,62.45,25.51,0
9oclock,moist,dry,40.1,38.72,1
moneyplant,moist,wet,50.6,28.38,0
9oclock,moist,dry,47.56,19.35,1
9oclock,wet,moist,53.38,25.24,0
9oclock,dry,moist,89.24,37.07,1
moneyplant,dry,moist,44.04,31.51,0
9oclock,wet,moist,41.1,25.3,0
moneyplant,wet,wet,54.48,32.06,0
moneyplant,moist,wet,38.9,39.11,0
moneyplant,wet,moist,56.09,22.84,0
moneyplant,dry,dry,61.03,22.18,1
9oclock,wet,dry,77.05,32.25,1
moneyplant,dry,dry,67.31,30.41,1
9oclock,moist,dry,70.16,15.48,1
9oclock,moist,wet,67.93,25.73,0
moneyplant,wet,moist,34.34,30.82,0
9oclock,dry,wet,38.84,27.54,1
moneyplant,dry,dry,52.81,19.37,1
9oclock,dry,wet,30.09,31.11,1
moneyplant,moist,dry,39.69,39.61,0
moneyplant,dry,dry,54.53,39.26,1
moneyplant,wet,dry,43.05,22.16,0
moneyplant,dry,wet,75.67,32.77,0
moneyplant,moist,wet,64.64,15.0,0
moneyplant,moist,wet,67.21,16.6,0
moneyplant,wet,wet,56.36,32.91,0
9oclock,wet,dry,65.49,27.16,1
moneyplant,moist,moist,64.75,27.23,0
9oclock,dry,moist,37.68,29.69,1
9oclock,dry,dry,62.65,33.69,1
9oclock,wet,wet,37.26,19.18,0
9oclock,wet,dry,70.33,35.0,1
9oclock,dry,moist,54.78,34.82,1
9oclock,wet,dry,78.65,15.89,1
moneyplant,moist,dry,63.68,36.38,0
moneyplant,dry,moist,74.96,19.52,0
9oclock,dry,dry,35.37,31.99,1
9oclock,dry,dry,38.69,27.49,1
9oclock,wet,moist,74.12,34.94,0
9oclock,wet,dry,77.96,30.47,1
9oclock,dry,wet,41.73,27.31,1
9oclock,moist,moist,35.76,23.09,0
moneyplant,moist,wet,63.29,36.53,0
9oclock,moist,wet,30.94,16.63,0
9oclock,dry,moist,44.68,17.76,1
moneyplant,moist,dry,72.11,30.48,0
9oclock,moist,dry,67.83,19.63,1
moneyplant,dry,wet,69.64,27.87,0
moneyplant,wet,wet,61.1,21.88,0
moneyplant,moist,dry,62.73,26.71,0
moneyplant,wet,wet,33.76,27.63,0
moneyplant,moist,moist,38.84,23.38,0
moneyplant,moist,moist,46.64,25.3,0
moneyplant,dry,moist,76.31,22.55,0
moneyplant,moist,moist,47.95,22.5,0
9oclock,wet,moist,43.42,30.72,0
9oclock,dry,dry,46.91,19.39,1
moneyplant,wet,dry,85.89,16.86,0
9oclock,wet,wet,63.25,20.66,0
9oclock,moist,moist,52.9,30.61,0
moneyplant,dry,wet,52.2,24.57,0
moneyplant,dry,wet,40.0,35.34,0
9oclock,dry,dry,43.28,37.43,1
9oclock,dry,wet,39.48,21.77,1
9oclock,dry,moist,56.72,34.62,1
9oclock,moist,wet,50.63,15.6,0
9oclock,moist,moist,53.58,33.16,0
moneyplant,wet,wet,77.96,24.66,0
moneyplant,moist,wet,44.8,35.23,0
moneyplant,wet,dry,54.78,20.29,0
9oclock,wet,moist,69.08,39.66,0
9oclock,dry,wet,53.48,35.11,1
9oclock,wet,moist,59.42,33.13,0
moneyplant,dry,moist,62.73,33.58,0
moneyplant,moist,dry,48.54,34.56,0
9oclock,dry,dry,65.01,34.52,1
9oclock,wet,wet,84.42,25.83,0
moneyplant,wet,moist,56.95,27.01,0
9oclock,wet,wet,70.07,16.07,0
9oclock,wet,wet,54.07,17.01,0
9oclock,wet,wet,59.11,32.4,0
9oclock,wet,wet,80.01,17.35,0
moneyplant,dry,wet,53.66,22.63,0
9oclock,dry,wet,63.13,27.5,1
9oclock,dry,moist,40.48,30.54,1
9oclock,dry,wet,62.14,36.06,1
9oclock,moist,dry,31.66,36.08,1
moneyplant,moist,moist,58.62,26.24,0
9oclock,dry,dry,66.57,16.65,1
moneyplant,wet,dry,89.13,23.35,0
9oclock,moist,wet,78.28,24.12,0
moneyplant,dry,wet,35.82,32.55,0
9oclock,dry,wet,80.8,24.34,1
9oclock,dry,wet,89.2,33.33,1
moneyplant,dry,moist,34.91,27.75,0
moneyplant,wet,moist,56.04,27.18,0
moneyplant,wet,wet,73.27,24.69,0
9oclock,dry,moist,81.84,17.36,1
9oclock,dry,wet,77.47,28.09,1
9oclock,dry,wet,88.68,28.65,1
moneyplant,moist,moist,51.55,37.62,0
moneyplant,moist,wet,82.27,28.62,0
moneyplant,wet,dry,67.1,24.97,0
moneyplant,wet,dry,79.44,23.22,0
moneyplant,dry,moist,59.15,34.87,0
moneyplant,moist,wet,89.85,31.24,0
moneyplant,dry,moist,49.84,30.2,0
9oclock,wet,dry,73.07,37.62,1
moneyplant,moist,dry,37.81,16.49,0
9oclock,wet,wet,82.27,20.88,0
moneyplant,dry,wet,88.1,37.73,0
9oclock,dry,moist,45.35,33.62,1
moneyplant,wet,wet,84.53,24.23,0
moneyplant,wet,wet,30.7,36.76,0
9oclock,moist,dry,66.11,19.06,1
moneyplant,moist,moist,70.08,35.72,0
9oclock,wet,dry,39.96,36.82,1
9oclock,wet,dry,69.7,18.02,1
9oclock,wet,dry,56.91,24.71,1
9oclock,dry,wet,44.27,33.24,1
9oclock,dry,moist,31.22,31.38,1
moneyplant,dry,wet,72.21,18.31,0
moneyplant,wet,wet,82.89,33.16,0
moneyplant,moist,dry,40.69,19.22,0
9oclock,moist,dry,35.75,27.33,1
moneyplant,moist,wet,64.23,30.05,0
moneyplant,wet,wet,30.51,32.96,0
9oclock,wet,moist,87.44,30.73,0
moneyplant,wet,dry,78.17,15.35,0
moneyplant,dry,dry,31.47,35.37,1
moneyplant,dry,dry,83.29,35.31,1
9oclock,moist,moist,41.94,31.03,0
9oclock,moist,dry,37.26,26.64,1
moneyplant,dry,wet,52.78,29.58,0
moneyplant,moist,dry,59.78,15.58,0
moneyplant,wet,wet,67.1,18.96,0
moneyplant,dry,wet,40.17,38.71,0
moneyplant,wet,moist,55.42,37.87,0
9oclock,dry,wet,64.14,18.66,1
moneyplant,wet,moist,67.51,24.97,0
moneyplant,wet,dry,78.76,38.33,0
moneyplant,moist,dry,74.4,19.37,0
9oclock,wet,wet,57.12,18.05,0
moneyplant,moist,dry,48.57,25.59,0
9oclock,dry,wet,71.89,19.43,1
9oclock,moist,moist,54.62,15.77,0
moneyplant,dry,dry,87.47,24.23,1
9oclock,wet,wet,69.73,29.78,0
moneyplant,wet,dry,76.7,30.65,0
moneyplant,dry,dry,76.48,29.08,1
9oclock,dry,dry,58.37,30.85,1
9oclock,moist,wet,85.0,24.29,0
9oclock,dry,wet,49.2,33.82,1
moneyplant,moist,moist,65.94,24.25,0
moneyplant,moist,moist,43.63,33.93,0
9oclock,dry,dry,69.85,15.63,1
9oclock,dry,dry,80.06,37.12,1
9oclock,dry,moist,60.99,21.18,1
moneyplant,dry,wet,60.74,32.56,0
9oclock,moist,moist,67.41,33.29,0
moneyplant,moist,wet,52.68,25.55,0
9oclock,dry,dry,53.71,36.42,1
9oclock,wet,dry,56.2,17.75,1
moneyplant,wet,wet,61.42,22.63,0
9oclock,wet,wet,65.63,26.67,0
moneyplant,wet,wet,64.09,31.4,0
9oclock,dry,wet,61.0,36.46,1
moneyplant,wet,moist,56.88,21.91,0
9oclock,dry,wet,51.69,23.77,1
9oclock,moist,dry,80.33,30.53,1
moneyplant,moist,dry,76.87,30.61,0
moneyplant,dry,moist,32.07,32.89,0
moneyplant,dry,moist,73.27,15.72,0
moneyplant,wet,wet,71.07,26.74,0
9oclock,moist,moist,43.55,25.99,0
moneyplant,dry,dry,62.38,18.41,1
9oclock,dry,moist,67.43,17.91,1
moneyplant,dry,dry,35.4,29.76,1
9oclock,moist,moist,71.78,21.6,0
9oclock,dry,moist,63.07,18.86,1
9oclock,moist,dry,89.99,30.18,1
moneyplant,wet,dry,67.96,38.08,0
moneyplant,moist,moist,45.19,30.68,0
9oclock,wet,dry,45.38,15.79,1
moneyplant,dry,dry,84.0,25.9,1
9oclock,wet,dry,33.1,30.23,1
9oclock,wet,moist,48.73,29.87,0
9oclock,dry,wet,57.6,30.26,1
moneyplant,dry,wet,67.09,32.27,0
9oclock,moist,moist,84.71,26.49,0
moneyplant,dry,dry,54.24,34.61,1
moneyplant,moist,moist,83.71,28.1,0
9oclock,dry,moist,42.82,34.82,1
9oclock,dry,wet,81.12,34.55,1
moneyplant,moist,wet,72.3,38.92,0
moneyplant,dry,dry,70.1,28.87,1
9oclock,wet,moist,79.97,26.08,0
moneyplant,moist,wet,87.74,28.68,0
moneyplant,dry,moist,75.94,26.1,0
moneyplant,dry,dry,38.97,36.03,1
9oclock,wet,moist,68.77,22.91,0
9oclock,moist,wet,65.17,30.92,0
9oclock,wet,dry,46.71,26.36,1
moneyplant,dry,wet,47.79,31.97,0
9oclock,moist,moist,36.87,17.66,0
moneyplant,wet,dry,34.72,34.43,0
9oclock,dry,wet,87.35,25.76,1
moneyplant,dry,wet,58.33,30.33,0
moneyplant,moist,wet,38.6,27.04,0
9oclock,dry,dry,75.9,37.28,1
9oclock,wet,wet,45.31,26.14,0
moneyplant,wet,moist,83.54,16.06,0
moneyplant,wet,moist,44.13,39.81,0
moneyplant,wet,dry,42.71,28.54,0
moneyplant,moist,wet,39.91,18.88,0
moneyplant,moist,dry,77.52,34.99,0
9oclock,dry,dry,60.35,20.67,1
moneyplant,dry,moist,54.88,34.51,0
moneyplant,moist,wet,61.21,33.56,0
moneyplant,moist,wet,59.18,28.57,0
moneyplant,dry,wet,46.9,33.14,0
9oclock,wet,wet,71.9,39.9,0
moneyplant,moist,moist,48.24,22.69,0
moneyplant,dry,dry,47.78,25.96,1
moneyplant,dry,wet,64.63,22.27,0
9oclock,wet,moist,40.51,25.25,0
moneyplant,wet,moist,37.34,28.06,0
moneyplant,wet,dry,32.44,38.73,0
moneyplant,wet,wet,48.94,25.39,0
moneyplant,wet,dry,67.47,21.16,0
moneyplant,dry,wet,30.06,28.89,0
moneyplant,dry,moist,68.06,35.73,0
moneyplant,wet,dry,45.39,21.2,0
moneyplant,dry,moist,51.04,17.05,0
moneyplant,dry,moist,88.2,17.67,0
9oclock,wet,dry,40.01,28.84,1
moneyplant,dry,dry,83.01,24.22,1
moneyplant,moist,wet,88.45,15.02,0
moneyplant,moist,wet,88.56,28.66,0
moneyplant,dry,dry,32.27,16.42,1
moneyplant,wet,wet,75.46,23.35,0
9oclock,wet,wet,46.25,16.19,0
moneyplant,wet,moist,76.52,36.86,0
9oclock,moist,moist,87.81,21.87,0
moneyplant,moist,wet,65.85,27.06,0
9oclock,wet,moist,66.43,22.49,0
moneyplant,dry,wet,36.68,31.58,0
9oclock,wet,wet,56.78,28.72,0
moneyplant,moist,dry,78.13,38.0,0
9oclock,dry,moist,39.56,18.25,1
moneyplant,moist,dry,61.54,34.59,0
moneyplant,wet,wet,52.34,37.14,0
9oclock,moist,dry,71.02,15.56,1
moneyplant,moist,moist,50.87,26.8,0
9oclock,dry,dry,62.24,24.75,1
moneyplant,wet,dry,68.06,37.1,0
9oclock,wet,dry,31.39,20.66,1
moneyplant,moist,moist,69.9,34.79,0
9oclock,wet,wet,45.28,31.49,0
moneyplant,wet,dry,41.43,29.44,0
9oclock,wet,moist,67.8,28.84,0
9oclock,dry,wet,82.24,39.12,1
moneyplant,moist,wet,71.97,34.68,0
9oclock,wet,moist,48.97,30.32,0
moneyplant,wet,wet,45.97,37.86,0
moneyplant,dry,wet,81.52,33.25,0
9oclock,wet,wet,34.7,18.55,0
9oclock,dry,moist,30.13,17.43,1
9oclock,dry,dry,48.27,38.35,1
9oclock,moist,moist,68.92,32.28,0
moneyplant,dry,wet,60.83,35.41,0
9oclock,dry,dry,79.86,16.02,1
moneyplant,dry,wet,66.62,29.66,0
9oclock,moist,moist,50.59,18.52,0
moneyplant,dry,dry,60.73,31.99,1
9oclock,wet,wet,37.93,35.43,0
9oclock,moist,dry,61.71,28.27,1
moneyplant,moist,wet,70.62,36.76,0
9oclock,moist,moist,73.85,35.0,0
moneyplant,moist,dry,74.68,35.87,0
9oclock,moist,moist,80.18,38.6,0
9oclock,moist,moist,88.6,20.91,0
moneyplant,wet,moist,38.3,26.62,0
moneyplant,moist,moist,79.06,36.28,0
moneyplant,moist,moist,69.38,38.02,0
9oclock,dry,moist,48.73,23.01,1
moneyplant,moist,moist,54.2,24.53,0
9oclock,moist,moist,33.45,33.2,0
moneyplant,dry,dry,75.29,39.46,1
moneyplant,wet,dry,79.52,34.36,0
9oclock,moist,moist,88.03,23.83,0
9oclock,wet,moist,82.89,25.05,0
9oclock,dry,dry,69.13,34.27,1
9oclock,wet,dry,38.73,29.28,1
moneyplant,dry,dry,47.03,28.31,1
moneyplant,dry,dry,83.03,20.1,1
9oclock,moist,dry,70.25,27.43,1
moneyplant,moist,moist,78.18,25.11,0
9oclock,moist,moist,57.95,31.35,0
9oclock,dry,wet,76.31,25.7,1
moneyplant,moist,dry,86.67,34.71,0
moneyplant,moist,wet,70.64,30.97,0
9oclock,wet,moist,62.9,35.87,0
moneyplant,moist,moist,56.24,38.74,0
moneyplant,dry,wet,72.34,30.56,0
9oclock,dry,moist,74.63,34.51,1
9oclock,dry,moist,35.73,34.11,1
9oclock,moist,moist,84.76,15.08,0
moneyplant,wet,dry,33.86,21.88,0
moneyplant,wet,moist,39.36,24.83,0
9oclock,dry,dry,33.52,33.5,1
moneyplant,moist,dry,54.3,37.39,0
9oclock,wet,dry,35.98,33.94,1
moneyplant,moist,wet,58.25,16.65,0
moneyplant,wet,moist,31.7,22.65,0
9oclock,moist,wet,86.36,31.8,0
9oclock,dry,dry,87.46,21.23,1
9oclock,dry,moist,40.46,33.31,1
moneyplant,moist,moist,60.96,18.21,0
moneyplant,wet,dry,34.44,19.3,0
moneyplant,dry,moist,75.16,26.5,0
moneyplant,dry,dry,61.47,30.08,1
9oclock,wet,wet,59.58,31.66,0
moneyplant,moist,dry,63.14,16.04,0
9oclock,wet,moist,44.87,29.96,0
moneyplant,dry,moist,42.54,26.46,0
9oclock,wet,dry,81.93,28.35,1
9oclock,wet,moist,45.11,27.99,0
moneyplant,dry,wet,77.21,23.22,0
9oclock,wet,wet,36.26,28.93,0
9oclock,wet,wet,69.72,23.57,0
moneyplant,dry,wet,33.63,27.91,0
moneyplant,dry,dry,49.1,35.05,1
moneyplant,wet,wet,71.03,21.04,0
9oclock,dry,dry,40.33,19.46,1
moneyplant,dry,wet,38.43,31.17,0
moneyplant,wet,dry,50.53,37.1,0
moneyplant,moist,dry,35.1,39.12,0
moneyplant,moist,dry,34.75,23.32,0
moneyplant,moist,wet,48.97,19.94,0
9oclock,dry,wet,69.65,24.09,1
moneyplant,wet,wet,34.68,24.27,0
9oclock,moist,moist,76.09,39.74,0
moneyplant,moist,moist,76.29,23.39,0
moneyplant,moist,moist,60.09,24.13,0
9oclock,moist,dry,46.79,31.29,1
9oclock,dry,dry,45.42,16.36,1
moneyplant,dry,moist,34.14,18.02,0
9oclock,wet,wet,44.45,34.79,0
moneyplant,moist,dry,82.53,17.69,0
9oclock,moist,dry,76.99,36.73,1
moneyplant,dry,wet,31.65,25.43,0
9oclock,moist,dry,44.2,25.43,1
9oclock,dry,dry,36.33,35.36,1
moneyplant,wet,dry,57.49,29.98,0
9oclock,wet,moist,63.46,22.18,0
moneyplant,wet,wet,77.49,39.1,0
9oclock,moist,dry,38.32,39.33,1
moneyplant,dry,wet,46.11,25.35,0
moneyplant,wet,wet,72.88,37.79,0
9oclock,dry,dry,79.13,17.29,1
moneyplant,moist,wet,41.84,21.63,0
moneyplant,moist,moist,33.04,38.62,0
moneyplant,dry,dry,73.46,37.3,1
moneyplant,dry,wet,55.35,34.57,0
9oclock,dry,moist,42.5,33.65,1
moneyplant,wet,dry,30.67,32.2,0
moneyplant,wet,moist,67.44,22.17,0
9oclock,wet,dry,87.91,34.13,1
9oclock,dry,wet,34.99,15.92,1
moneyplant,wet,dry,73.36,32.24,0
moneyplant,moist,wet,69.79,21.01,0
9oclock,moist,moist,53.55,36.85,0
moneyplant,dry,dry,37.98,15.01,1
moneyplant,dry,wet,73.49,33.26,0
9oclock,moist,moist,46.05,25.26,0
moneyplant,moist,dry,52.77,18.7,0
moneyplant,wet,wet,35.26,15.92,0
moneyplant,wet,dry,51.6,17.11,0
9oclock,wet,dry,35.93,33.04,1
moneyplant,moist,dry,61.47,35.05,0
9oclock,moist,dry,48.14,39.69,1
9oclock,wet,dry,38.02,39.82,1
moneyplant,wet,moist,56.26,31.46,0
moneyplant,dry,moist,80.73,31.75,0
moneyplant,wet,dry,53.96,23.4,0
moneyplant,wet,moist,85.78,29.32,0
9oclock,wet,moist,83.43,27.38,0
9oclock,moist,moist,42.33,34.91,0
9oclock,dry,wet,59.54,35.37,1
moneyplant,dry,moist,38.96,28.42,0
9oclock,wet,wet,35.14,33.74,0
9oclock,wet,moist,60.11,23.83,0
moneyplant,wet,dry,87.92,36.7,0
9oclock,dry,wet,83.24,31.73,1
9oclock,moist,dry,73.19,16.41,1
moneyplant,wet,moist,39.36,24.04,0
9oclock,wet,dry,82.19,30.82,1
9oclock,moist,wet,77.36,28.08,0
9oclock,wet,wet,55.55,39.14,0
9oclock,wet,moist,64.85,24.18,0
9oclock,wet,moist,85.42,22.18,0
9oclock,moist,dry,67.02,20.2,1
9oclock,wet,dry,36.74,22.68,1
9oclock,dry,dry,70.44,22.75,1
9oclock,moist,wet,76.89,39.15,0
moneyplant,wet,dry,70.98,24.48,0
moneyplant,dry,moist,86.07,39.12,0
moneyplant,wet,wet,62.56,37.84,0
moneyplant,dry,dry,87.36,37.19,1
moneyplant,wet,moist,40.25,36.62,0
moneyplant,moist,wet,40.5,21.24,0
9oclock,dry,moist,31.9,31.59,1
9oclock,moist,moist,81.17,20.84,0
moneyplant,dry,moist,42.79,16.79,0
moneyplant,wet,moist,48.66,28.1,0
9oclock,moist,dry,57.74,31.89,1
moneyplant,wet,moist,75.39,24.27,0
9oclock,moist,moist,37.78,15.6,0
moneyplant,dry,dry,60.39,15.48,1
moneyplant,moist,dry,47.29,20.69,0
9oclock,wet,dry,67.26,21.75,1
9oclock,moist,dry,65.42,33.04,1
9oclock,wet,dry,79.99,19.68,1
9oclock,dry,wet,42.2,32.89,1
9oclock,wet,moist,48.91,28.49,0
moneyplant,dry,moist,37.32,24.38,0
moneyplant,wet,wet,61.15,18.16,0
moneyplant,wet,moist,74.51,18.62,0
9oclock,moist,moist,63.49,24.82,0
moneyplant,dry,wet,31.94,36.47,0
9oclock,wet,moist,50.44,33.79,0
9oclock,dry,moist,79.63,19.73,1
9oclock,wet,wet,42.79,21.11,0
9oclock,dry,wet,31.68,20.28,1
9oclock,moist,moist,45.34,30.97,0
9oclock,dry,wet,31.89,34.18,1
moneyplant,moist,dry,72.06,39.78,0
9oclock,dry,moist,56.6,19.38,1
9oclock,moist,moist,38.31,34.51,0
9oclock,wet,dry,83.58,31.12,1
moneyplant,wet,wet,62.67,21.2,0
moneyplant,moist,wet,75.91,35.54,0
moneyplant,dry,wet,86.13,26.36,0
9oclock,moist,dry,53.11,19.94,1
9oclock,wet,moist,49.15,18.62,0
moneyplant,dry,wet,88.3,16.31,0
9oclock,dry,wet,37.97,25.57,1
moneyplant,moist,wet,54.12,15.67,0
moneyplant,wet,moist,59.61,33.34,0
moneyplant,moist,wet,61.46,24.35,0
moneyplant,dry,moist,74.76,16.23,0
moneyplant,moist,wet,69.76,31.72,0
9oclock,wet,moist,39.46,29.33,0
9oclock,moist,moist,71.92,26.4,0
moneyplant,wet,moist,64.3,27.8,0
9oclock,dry,wet,35.84,29.69,1
9oclock,dry,dry,42.24,32.0,1
moneyplant,moist,dry,76.88,33.34,0
moneyplant,wet,moist,45.66,29.37,0
moneyplant,moist,dry,53.62,34.59,0
9oclock,wet,moist,82.48,32.7,0
moneyplant,wet,wet,38.21,38.05,0
9oclock,wet,wet,89.93,31.69,0
moneyplant,moist,wet,70.63,19.4,0
moneyplant,moist,dry,52.3,29.5,0
moneyplant,moist,dry,41.33,16.21,0
moneyplant,moist,moist,44.6,29.01,0
moneyplant,dry,wet,36.78,26.04,0
9oclock,wet,wet,40.96,35.92,0
9oclock,moist,wet,47.04,33.87,0
moneyplant,dry,moist,83.06,15.65,0
moneyplant,dry,wet,51.84,39.98,0
moneyplant,wet,moist,55.76,24.03,0
9oclock,wet,wet,62.13,20.85,0
9oclock,wet,dry,72.88,20.51,1
moneyplant,dry,wet,52.76,21.09,0
9oclock,moist,moist,53.3,36.33,0
9oclock,wet,wet,87.23,28.58,0
moneyplant,wet,dry,45.33,22.64,0
moneyplant,dry,moist,86.07,27.49,0
moneyplant,moist,wet,66.83,32.87,0
moneyplant,dry,dry,40.92,15.87,1
moneyplant,wet,dry,82.54,19.28,0
9oclock,dry,wet,39.8,25.48,1
moneyplant,wet,moist,34.72,17.52,0
moneyplant,moist,wet,63.29,19.29,0
moneyplant,dry,wet,63.55,20.02,0
9oclock,moist,wet,65.21,25.41,0
moneyplant,dry,moist,82.59,35.23,0
moneyplant,dry,wet,69.75,33.22,0
9oclock,wet,wet,45.9,20.81,0
9oclock,moist,wet,59.41,21.67,0
9oclock,moist,wet,67.03,21.08,0
9oclock,dry,moist,75.54,21.57,1
moneyplant,dry,dry,83.5,38.66,1
moneyplant,wet,wet,40.48,18.07,0
moneyplant,wet,moist,62.73,36.09,0
moneyplant,dry,moist,35.6,34.36,0
moneyplant,dry,moist,79.25,26.49,0
moneyplant,moist,wet,61.31,36.77,0
9oclock,wet,dry,66.83,22.33,1
9oclock,wet,dry,51.68,25.37,1
moneyplant,moist,wet,69.2,28.37,0
moneyplant,dry,moist,86.79,18.04,0
moneyplant,moist,moist,39.14,18.16,0
9oclock,wet,wet,89.61,38.58,0
9oclock,moist,wet,88.48,18.45,0
9oclock,wet,dry,52.64,27.96,1
moneyplant,wet,moist,30.08,33.88,0
9oclock,dry,moist,72.16,21.2,1
moneyplant,moist,moist,77.3,29.7,0
9oclock,wet,wet,74.99,19.58,0
moneyplant,dry,moist,30.03,16.57,0
moneyplant,moist,wet,52.46,32.02,0
9oclock,wet,moist,67.65,19.08,0
9oclock,wet,wet,78.77,26.14,0
moneyplant,moist,dry,86.61,36.0,0
9oclock,moist,wet,58.01,24.93,0
9oclock,moist,wet,58.05,26.82,0
moneyplant,moist,wet,60.82,37.95,0
moneyplant,wet,wet,56.7,23.98,0
moneyplant,wet,moist,56.38,19.91,0
9oclock,wet,dry,41.19,19.79,1
9oclock,wet,moist,39.22,20.13,0
9oclock,moist,dry,59.43,37.88,1
moneyplant,moist,moist,35.83,36.77,0
moneyplant,wet,dry,52.39,15.81,0
9oclock,dry,dry,70.04,31.0,1
9oclock,wet,dry,34.57,39.85,1
moneyplant,dry,wet,50.13,27.3,0
9oclock,dry,dry,40.8,25.03,1
moneyplant,moist,wet,51.72,18.41,0
9oclock,dry,moist,38.54,19.19,1
moneyplant,dry,dry,65.59,27.03,1
moneyplant,moist,wet,38.0,33.55,0
9oclock,moist,wet,39.82,28.07,0
9oclock,wet,dry,43.91,30.5,1
moneyplant,dry,wet,80.12,29.33,0
9oclock,dry,wet,47.29,15.13,1
9oclock,wet,moist,37.0,27.02,0
9oclock,dry,wet,65.79,35.24,1
