Plant Type,Moisture 1,Moisture 2,Humidity,Temperature,Motor State
moneyplant,moist,dry,34.57,16.87,0
moneyplant,wet,dry,67.07,32.76,0
moneyplant,moist,dry,89.26,21.54,0
9oclock,wet,dry,41.55,28.41,1
9oclock,wet,wet,59.06,26.44,0
moneyplant,moist,moist,44.21,20.92,0
9oclock,wet,moist,35.29,16.31,0
9oclock,moist,moist,77.01,36.0,0
9oclock,dry,dry,35.4,21.55,1
9oclock,wet,dry,65.25,27.55,1
moneyplant,dry,wet,80.66,35.24,0
9oclock,wet,wet,51.53,21.1,0
9oclock,wet,moist,85.97,20.0,0
moneyplant,moist,dry,35.45,34.63,0
moneyplant,wet,wet,75.26,21.26,0
9oclock,moist,wet,65.01,24.22,0
9oclock,moist,moist,33.39,16.5,0
moneyplant,moist,moist,82.5,20.15,0
9oclock,wet,dry,87.63,38.74,1
moneyplant,dry,dry,71.78,23.78,1
9oclock,wet,moist,89.72,15.02,0
9oclock,wet,moist,78.02,26.1,0
9oclock,dry,dry,61.63,16.14,1
moneyplant,wet,wet,66.17,24.83,0
9oclock,moist,moist,66.65,21.77,0
9oclock,wet,wet,88.57,21.36,0
moneyplant,wet,wet,50.29,20.37,0
moneyplant,moist,wet,73.58,19.9,0
moneyplant,moist,wet,55.75,39.9,0
9oclock,wet,dry,33.66,29.04,1
9oclock,wet,moist,81.87,38.57,0
moneyplant,dry,wet,87.05,31.69,0
moneyplant,wet,dry,65.18,26.16,0
moneyplant,moist,dry,37.33,34.87,0
9oclock,wet,moist,65.66,38.07,0
9oclock,wet,wet,34.32,36.3,0
9oclock,moist,moist,78.86,21.5,0
moneyplant,moist,dry,72.6,28.68,0
moneyplant,wet,wet,49.71,37.59,0
moneyplant,dry,wet,60.94,30.53,0
moneyplant,moist,moist,79.42,38.54,0
moneyplant,dry,moist,40.13,30.19,0
moneyplant,wet,dry,83.25,23.05,0
moneyplant,moist,dry,57.82,15.7,0
moneyplant,moist,moist,43.26,24.31,0
9oclock,wet,moist,82.9,20.2,0
9oclock,moist,dry,38.99,27.06,1
moneyplant,moist,dry,59.76,15.34,0
9oclock,wet,wet,64.7,34.76,0
moneyplant,dry,wet,57.71,24.2,0
9oclock,moist,dry,51.56,21.25,1
moneyplant,dry,wet,41.32,18.38,0
moneyplant,wet,wet,68.09,20.21,0
9oclock,moist,dry,61.91,38.27,1
9oclock,dry,wet,34.07,39.37,1
moneyplant,dry,moist,70.31,19.97,0
9oclock,wet,dry,80.95,21.54,1
moneyplant,wet,wet,76.33,32.84,0
9oclock,moist,moist,37.38,20.13,0
9oclock,moist,dry,31.29,19.93,1
9oclock,wet,dry,74.64,22.82,1
moneyplant,dry,moist,81.33,33.74,0
moneyplant,dry,dry,64.27,24.92,1
moneyplant,moist,wet,75.59,29.35,0
moneyplant,moist,dry,50.07,32.14,0
moneyplant,wet,dry,46.91,22.54,0
9oclock,moist,moist,72.61,22.18,0
moneyplant,dry,moist,62.05,22.55,0
moneyplant,dry,dry,54.48,29.15,1
9oclock,wet,dry,73.02,28.6,1
9oclock,moist,wet,72.76,33.4,0
9oclock,moist,wet,43.84,21.84,0
9oclock,dry,moist,58.41,16.5,1
moneyplant,moist,moist,73.89,30.83,0
moneyplant,wet,wet,88.47,37.21,0
moneyplant,wet,wet,49.98,38.88,0
9oclock,moist,dry,76.01,28.0,1
moneyplant,dry,moist,34.23,36.46,0
moneyplant,wet,wet,61.72,19.73,0
9oclock,dry,wet,62.67,35.61,1
9oclock,moist,dry,79.66,22.46,1
9oclock,wet,wet,87.73,21.34,0
9oclock,wet,dry,32.7,32.87,1
moneyplant,moist,dry,87.48,19.76,0
moneyplant,wet,wet,81.35,33.2,0
9oclock,moist,moist,68.2,35.93,0
9oclock,wet,wet,50.12,38.75,0
9oclock,wet,moist,70.91,28.09,0
9oclock,dry,moist,76.4,30.0,1
moneyplant,dry,moist,58.9,25.2,0
moneyplant,wet,dry,42.67,37.04,0
9oclock,moist,wet,82.19,30.61,0
moneyplant,dry,wet,87.42,30.84,0
moneyplant,moist,dry,47.9,28.7,0
9oclock,moist,dry,72.49,22.56,1
9oclock,moist,dry,75.96,24.63,1
moneyplant,dry,moist,80.76,22.55,0
9oclock,moist,dry,40.85,18.66,1
moneyplant,moist,moist,70.43,16.96,0
9oclock,moist,wet,42.7,17.04,0
9oclock,wet,moist,49.06,32.26,0
moneyplant,dry,moist,89.97,23.73,0
moneyplant,wet,dry,36.03,18.12,0
moneyplant,moist,dry,37.63,33.53,0
moneyplant,dry,moist,78.51,32.83,0
9oclock,dry,dry,64.88,35.15,1
9oclock,dry,dry,65.88,38.1,1
moneyplant,wet,moist,59.61,28.96,0
9oclock,wet,moist,81.39,39.2,0
9oclock,dry,dry,64.91,22.51,1
moneyplant,wet,dry,48.43,30.21,0
moneyplant,moist,wet,42.32,18.81,0
9oclock,moist,wet,67.06,38.88,0
9oclock,moist,moist,84.96,37.72,0
moneyplant,moist,dry,68.21,15.66,0
moneyplant,moist,moist,86.24,35.34,0
9oclock,wet,moist,34.68,15.94,0
9oclock,dry,wet,80.02,22.62,1
9oclock,dry,moist,69.13,29.94,1
9oclock,moist,moist,72.54,26.48,0
moneyplant,wet,wet,34.76,22.8,0
9oclock,wet,dry,43.66,24.92,1
9oclock,moist,dry,86.62,16.54,1
moneyplant,dry,moist,43.13,31.89,0
9oclock,dry,moist,61.74,16.35,1
9oclock,wet,wet,56.1,22.59,0
9oclock,moist,wet,66.34,18.78,0
moneyplant,dry,moist,44.97,31.42,0
moneyplant,moist,wet,76.32,16.82,0
moneyplant,wet,wet,87.69,15.05,0
9oclock,wet,dry,88.53,23.02,1
moneyplant,dry,moist,54.14,35.38,0
moneyplant,wet,dry,51.49,16.99,0
9oclock,dry,wet,56.1,23.22,1
9oclock,wet,wet,42.43,27.7,0
9oclock,wet,dry,77.79,21.94,1
moneyplant,wet,wet,61.88,19.57,0
9oclock,moist,moist,60.28,36.49,0
moneyplant,moist,wet,58.94,29.45,0
moneyplant,wet,wet,45.54,24.65,0
9oclock,wet,dry,72.34,28.29,1
9oclock,wet,moist,69.54,34.43,0
moneyplant,wet,wet,48.72,39.43,0
moneyplant,wet,wet,40.71,25.11,0
moneyplant,wet,wet,69.28,18.65,0
moneyplant,wet,dry,39.75,19.29,0
9oclock,moist,dry,88.46,24.79,1
9oclock,moist,moist,31.63,36.43,0
9oclock,moist,wet,44.14,39.3,0
moneyplant,moist,dry,72.97,38.1,0
moneyplant,wet,wet,47.9,21.68,0
9oclock,dry,moist,48.01,26.02,1
9oclock,moist,dry,69.03,25.14,1
9oclock,dry,wet,38.76,26.1,1
9oclock,dry,wet,41.53,15.08,1
9oclock,moist,dry,45.72,28.95,1
moneyplant,dry,wet,64.17,21.8,0
moneyplant,moist,dry,89.49,30.34,0
moneyplant,dry,wet,74.35,28.82,0
moneyplant,moist,wet,86.78,33.18,0
9oclock,wet,moist,33.8,33.74,0
moneyplant,moist,dry,44.63,39.07,0
9oclock,wet,wet,58.84,24.95,0
9oclock,wet,moist,49.93,31.33,0
9oclock,moist,wet,36.8,33.85,0
9oclock,wet,dry,37.95,28.33,1
9oclock,wet,dry,87.87,36.3,1
9oclock,dry,dry,86.65,24.07,1
9oclock,wet,moist,72.14,18.18,0
9oclock,wet,dry,32.01,31.88,1
9oclock,moist,moist,89.61,34.87,0
moneyplant,wet,dry,41.72,38.79,0
9oclock,moist,wet,31.58,35.07,0
9oclock,wet,moist,70.33,16.9,0
9oclock,moist,wet,47.47,16.43,0
moneyplant,dry,moist,60.06,32.79,0
9oclock,dry,wet,48.29,38.2,1
moneyplant,moist,dry,48.83,22.63,0
moneyplant,dry,wet,58.58,33.7,0
moneyplant,moist,wet,42.08,39.62,0
9oclock,wet,dry,66.49,22.61,1
moneyplant,moist,moist,32.14,34.46,0
moneyplant,dry,moist,60.57,20.46,0
moneyplant,moist,moist,88.19,19.89,0
9oclock,wet,dry,74.73,33.25,1
9oclock,moist,dry,37.98,20.5,1
moneyplant,moist,dry,38.85,18.55,0
9oclock,moist,wet,80.78,36.73,0
moneyplant,moist,dry,81.29,25.71,0
9oclock,wet,moist,67.56,26.22,0
9oclock,wet,wet,82.06,22.78,0
moneyplant,dry,dry,73.15,37.09,1
9oclock,moist,dry,44.71,39.15,1
9oclock,dry,wet,75.83,37.66,1
moneyplant,dry,wet,74.98,21.74,0
9oclock,dry,dry,59.21,27.76,1
moneyplant,wet,wet,86.91,22.02,0
moneyplant,dry,wet,30.83,15.14,0
moneyplant,dry,dry,54.33,25.76,1
moneyplant,moist,dry,64.23,36.33,0
9oclock,wet,wet,34.08,37.25,0
9oclock,wet,wet,45.6,34.5,0
moneyplant,wet,moist,72.32,16.28,0
9oclock,wet,moist,86.2,34.59,0
moneyplant,dry,wet,60.47,34.65,0
moneyplant,dry,wet,45.06,16.86,0
9oclock,moist,dry,55.88,39.74,1
moneyplant,moist,dry,74.48,31.43,0
9oclock,wet,wet,40.8,29.2,0
9oclock,wet,dry,65.94,22.15,1
9oclock,dry,dry,52.18,26.61,1
9oclock,moist,moist,54.06,22.21,0
9oclock,wet,moist,85.38,33.01,0
9oclock,wet,dry,37.17,22.07,1
moneyplant,wet,dry,32.56,36.91,0
9oclock,moist,wet,75.39,32.81,0
moneyplant,wet,dry,52.15,16.06,0
moneyplant,moist,moist,59.76,23.5,0
9oclock,moist,moist,59.49,26.98,0
9oclock,moist,moist,44.87,38.1,0
moneyplant,wet,dry,33.14,32.75,0
9oclock,dry,dry,56.37,29.13,1
9oclock,wet,moist,38.23,27.84,0
moneyplant,moist,dry,60.84,16.78,0
9oclock,wet,dry,53.81,33.69,1
9oclock,wet,wet,56.95,22.53,0
9oclock,dry,moist,50.98,30.53,1
moneyplant,dry,moist,87.71,26.41,0
moneyplant,moist,dry,79.48,23.81,0
9oclock,moist,dry,49.29,15.43,1
9oclock,moist,wet,30.33,35.56,0
9oclock,dry,wet,67.16,24.62,1
moneyplant,moist,wet,45.5,20.94,0
9oclock,wet,wet,39.96,28.86,0
9oclock,moist,dry,81.28,22.95,1
9oclock,wet,moist,49.26,32.23,0
moneyplant,wet,wet,37.8,29.99,0
moneyplant,wet,wet,36.21,21.78,0
9oclock,dry,moist,89.82,26.27,1
moneyplant,moist,moist,64.53,25.79,0
moneyplant,wet,dry,53.97,15.15,0
moneyplant,dry,wet,63.83,33.13,0
9oclock,dry,moist,38.23,34.03,1
moneyplant,wet,wet,49.71,35.8,0
moneyplant,wet,wet,82.51,39.39,0
moneyplant,wet,wet,35.06,19.11,0
9oclock,dry,moist,45.01,26.16,1
moneyplant,dry,moist,66.97,15.63,0
9oclock,moist,dry,49.72,22.61,1
9oclock,wet,wet,48.46,39.39,0
9oclock,wet,dry,30.24,28.61,1
9oclock,moist,dry,44.09,18.68,1
moneyplant,moist,wet,44.96,32.97,0
9oclock,dry,wet,61.16,24.54,1
9oclock,moist,wet,57.15,33.66,0
moneyplant,dry,wet,86.61,17.83,0
9oclock,moist,dry,77.14,36.22,1
moneyplant,dry,wet,58.89,38.6,0
moneyplant,dry,wet,53.2,24.07,0
moneyplant,moist,moist,44.78,15.26,0
moneyplant,moist,wet,37.81,20.28,0
9oclock,wet,wet,81.65,18.43,0
9oclock,dry,dry,36.82,20.5,1
9oclock,dry,moist,83.96,16.57,1
9oclock,wet,wet,65.97,29.12,0
moneyplant,dry,dry,45.18,38.73,1
9oclock,dry,wet,38.92,33.28,1
moneyplant,dry,wet,30.41,29.21,0
moneyplant,wet,dry,60.39,27.14,0
9oclock,dry,dry,69.66,36.15,1
9oclock,dry,wet,64.7,25.1,1
moneyplant,wet,dry,62.16,24.38,0
9oclock,wet,dry,52.93,29.36,1
9oclock,moist,dry,73.31,36.41,1
9oclock,dry,wet,54.65,37.32,1
9oclock,dry,dry,70.01,38.14,1
9oclock,dry,dry,70.52,36.06,1
9oclock,moist,dry,72.57,39.26,1
9oclock,dry,wet,30.85,21.97,1
9oclock,wet,wet,57.18,25.62,0
9oclock,dry,wet,66.85,19.99,1
9oclock,dry,moist,64.06,32.31,1
9oclock,dry,wet,82.29,22.32,1
9oclock,wet,dry,45.52,36.13,1
9oclock,dry,wet,79.27,19.51,1
moneyplant,wet,wet,41.19,36.23,0
9oclock,moist,dry,75.28,39.81,1
moneyplant,wet,moist,50.58,34.41,0
9oclock,dry,dry,47.04,32.29,1
9oclock,wet,dry,81.18,37.49,1
moneyplant,wet,dry,41.72,39.61,0
moneyplant,moist,moist,75.37,20.24,0
moneyplant,moist,moist,38.04,28.59,0
moneyplant,moist,dry,82.07,25.54,0
moneyplant,moist,wet,31.71,15.66,0
moneyplant,wet,wet,67.97,17.32,0
9oclock,dry,moist,53.68,22.71,1
9oclock,moist,moist,42.56,29.47,0
9oclock,dry,dry,43.75,24.66,1
moneyplant,dry,moist,48.05,23.75,0
9oclock,moist,wet,60.12,37.14,0
9oclock,wet,wet,55.73,16.02,0
moneyplant,wet,dry,39.05,30.2,0
9oclock,wet,dry,75.7,28.31,1
moneyplant,dry,dry,68.08,27.9,1
moneyplant,dry,moist,77.26,26.47,0
9oclock,wet,wet,51.69,23.45,0
moneyplant,dry,moist,78.66,33.87,0
moneyplant,wet,moist,81.18,25.57,0
moneyplant,wet,wet,83.31,15.14,0
9oclock,moist,moist,71.69,39.64,0
moneyplant,wet,moist,88.8,17.78,0
9oclock,dry,moist,57.79,17.46,1
9oclock,moist,moist,35.16,36.83,0
9oclock,dry,wet,84.36,16.43,1
9oclock,dry,moist,82.9,27.89,1
moneyplant,wet,wet,63.52,26.23,0
9oclock,dry,wet,64.73,19.97,1
9oclock,dry,moist,85.51,20.97,1
moneyplant,dry,dry,43.49,24.67,1
9oclock,moist,moist,65.5,30.61,0
moneyplant,dry,wet,70.06,27.23,0
9oclock,dry,dry,74.5,37.08,1
moneyplant,dry,wet,82.23,20.04,0
moneyplant,wet,moist,44.32,20.35,0
moneyplant,moist,wet,36.47,32.11,0
moneyplant,wet,wet,35.33,20.34,0
moneyplant,moist,moist,37.6,27.51,0
moneyplant,dry,dry,35.82,17.71,1
moneyplant,wet,dry,48.06,19.81,0
moneyplant,moist,wet,54.78,18.81,0
moneyplant,wet,wet,43.16,21.5,0
moneyplant,moist,moist,63.9,20.67,0
9oclock,moist,moist,42.67,16.23,0
9oclock,moist,dry,40.34,21.02,1
9oclock,dry,wet,34.91,25.95,1
9oclock,dry,wet,41.4,28.32,1
9oclock,moist,dry,88.51,34.13,1
moneyplant,wet,moist,78.05,28.99,0
9oclock,wet,dry,51.33,34.07,1
moneyplant,moist,dry,38.75,31.71,0
9oclock,dry,wet,52.91,21.68,1
moneyplant,moist,dry,75.15,15.39,0
9oclock,dry,dry,54.06,26.2,1
9oclock,moist,dry,68.6,25.86,1
9oclock,dry,moist,67.18,24.78,1
moneyplant,wet,wet,62.65,30.6,0
moneyplant,dry,moist,41.42,28.36,0
moneyplant,moist,moist,34.31,34.29,0
moneyplant,dry,dry,32.14,28.42,1
moneyplant,dry,wet,67.39,32.95,0
moneyplant,dry,wet,35.34,29.34,0
9oclock,moist,moist,42.83,38.31,0
9oclock,wet,dry,84.14,34.05,1
moneyplant,wet,wet,55.16,16.63,0
moneyplant,wet,dry,47.87,33.64,0
moneyplant,wet,dry,88.09,18.16,0
moneyplant,moist,dry,35.24,17.62,0
moneyplant,moist,moist,80.1,22.08,0
moneyplant,wet,wet,31.9,21.49,0
9oclock,wet,moist,83.98,39.73,0
moneyplant,dry,moist,66.93,23.96,0
moneyplant,moist,moist,71.1,24.17,0
9oclock,moist,dry,68.05,38.04,1
9oclock,dry,wet,44.34,21.16,1
moneyplant,moist,wet,59.38,32.59,0
9oclock,moist,moist,56.34,15.15,0
9oclock,wet,wet,59.28,39.36,0
9oclock,wet,wet,40.28,23.26,0
9oclock,wet,moist,56.58,31.61,0
moneyplant,wet,moist,60.96,27.43,0
moneyplant,wet,wet,46.24,17.98,0
moneyplant,moist,dry,41.9,28.62,0
moneyplant,wet,wet,37.06,24.98,0
moneyplant,dry,moist,41.67,34.91,0
9oclock,dry,dry,66.93,19.89,1
9oclock,dry,wet,70.6,21.77,1
9oclock,wet,moist,71.47,26.33,0
moneyplant,dry,moist,55.35,39.54,0
moneyplant,dry,dry,83.63,17.92,1
9oclock,moist,wet,43.02,23.67,0
moneyplant,dry,moist,81.6,28.91,0
moneyplant,dry,wet,35.55,26.6,0
moneyplant,wet,moist,86.56,19.96,0
moneyplant,wet,wet,75.95,33.84,0
moneyplant,moist,wet,30.15,22.98,0
9oclock,moist,moist,68.27,15.4,0
9oclock,dry,wet,77.02,30.26,1
moneyplant,moist,moist,80.14,37.05,0
moneyplant,dry,wet,31.44,27.31,0
moneyplant,wet,moist,63.18,23.41,0
moneyplant,wet,dry,36.93,24.54,0
moneyplant,moist,dry,32.03,35.0,0
9oclock,moist,dry,65.11,29.56,1
moneyplant,wet,moist,75.7,17.41,0
9oclock,wet,wet,62.43,15.26,0
moneyplant,wet,dry,78.79,22.85,0
moneyplant,wet,wet,31.84,28.0,0
9oclock,dry,wet,41.92,34.44,1
9oclock,dry,dry,73.88,18.9,1
9oclock,wet,dry,74.14,29.7,1
moneyplant,moist,moist,40.45,28.49,0
moneyplant,wet,dry,38.9,20.42,0
9oclock,dry,wet,46.05,23.44,1
9oclock,moist,wet,53.81,22.51,0
moneyplant,dry,dry,69.65,25.08,1
moneyplant,wet,wet,63.53,25.35,0
moneyplant,moist,dry,47.34,20.05,0
9oclock,dry,dry,82.41,38.5,1
9oclock,dry,moist,66.52,17.7,1
9oclock,moist,wet,71.77,28.94,0
moneyplant,dry,dry,75.73,22.18,1
moneyplant,moist,moist,81.41,27.27,0
9oclock,wet,wet,80.64,21.28,0
moneyplant,wet,dry,38.04,22.23,0
9oclock,dry,wet,40.63,15.83,1
moneyplant,wet,dry,57.01,15.7,0
9oclock,moist,wet,74.1,34.43,0
moneyplant,dry,moist,59.63,23.09,0
moneyplant,dry,dry,64.41,33.76,1
moneyplant,dry,dry,46.43,32.04,1
moneyplant,wet,wet,46.99,33.5,0
9oclock,wet,dry,47.82,21.2,1
9oclock,wet,moist,51.01,35.94,0
moneyplant,wet,dry,57.27,15.02,0
9oclock,dry,wet,86.44,27.62,1
moneyplant,moist,moist,71.67,34.08,0
moneyplant,wet,wet,84.21,27.94,0
9oclock,wet,wet,54.87,27.79,0
moneyplant,dry,moist,53.74,21.78,0
9oclock,dry,dry,40.82,15.01,1
moneyplant,dry,moist,64.77,20.93,0
moneyplant,wet,dry,52.84,27.73,0
moneyplant,wet,wet,78.21,19.2,0
moneyplant,wet,wet,79.65,32.62,0
9oclock,wet,moist,59.92,24.46,0
9oclock,dry,dry,76.43,38.49,1
9oclock,moist,wet,83.25,33.55,0
moneyplant,moist,dry,53.54,25.02,0
9oclock,moist,dry,34.18,19.6,1
9oclock,wet,wet,82.09,26.58,0
9oclock,wet,moist,64.06,25.13,0
moneyplant,moist,dry,64.86,20.91,0
9oclock,wet,moist,46.51,34.12,0
9oclock,moist,dry,72.46,19.97,1
moneyplant,dry,dry,88.44,17.22,1
9oclock,moist,dry,68.16,16.86,1
moneyplant,wet,dry,54.68,28.12,0
moneyplant,dry,moist,85.0,19.25,0
9oclock,wet,dry,53.2,21.37,1
moneyplant,wet,dry,55.47,32.44,0
9oclock,wet,dry,64.73,17.28,1
9oclock,moist,dry,75.19,25.23,1
moneyplant,wet,wet,59.29,22.64,0
9oclock,wet,wet,84.44,39.51,0
moneyplant,dry,wet,69.89,34.08,0
moneyplant,dry,moist,52.27,19.61,0
9oclock,moist,dry,76.56,36.17,1
moneyplant,wet,wet,38.12,35.59,0
9oclock,moist,dry,40.55,24.56,1
moneyplant,moist,wet,34.5,24.84,0
9oclock,wet,wet,38.41,17.95,0
9oclock,wet,dry,37.99,30.13,1
moneyplant,moist,wet,82.58,16.89,0
9oclock,dry,moist,34.76,19.34,1
moneyplant,wet,dry,53.81,29.06,0
moneyplant,dry,moist,84.02,30.38,0
moneyplant,dry,moist,73.35,18.6,0
moneyplant,dry,wet,48.02,23.06,0
9oclock,moist,wet,67.18,36.27,0
moneyplant,wet,dry,64.97,27.53,0
9oclock,moist,moist,53.84,31.22,0
moneyplant,moist,wet,77.31,25.92,0
moneyplant,dry,moist,67.73,22.55,0
9oclock,moist,moist,59.53,29.97,0
9oclock,moist,dry,73.01,39.46,1
9oclock,moist,wet,46.85,32.97,0
moneyplant,dry,wet,49.83,26.78,0
9oclock,wet,wet,33.19,25.36,0
moneyplant,dry,dry,58.18,18.36,1
moneyplant,wet,moist,84.31,20.44,0
moneyplant,wet,dry,59.45,38.11,0
9oclock,wet,dry,72.55,26.44,1
moneyplant,dry,moist,32.66,23.31,0
9oclock,dry,moist,63.07,18.68,1
moneyplant,wet,wet,69.8,32.98,0
moneyplant,moist,wet,70.77,31.46,0
moneyplant,wet,wet,52.43,37.98,0
moneyplant,wet,wet,86.47,17.17,0
moneyplant,moist,moist,79.94,39.81,0
moneyplant,moist,moist,83.8,23.23,0
moneyplant,wet,moist,31.99,31.32,0
moneyplant,dry,moist,33.73,37.48,0
9oclock,wet,dry,37.53,36.03,1
9oclock,moist,moist,34.33,28.49,0
moneyplant,moist,wet,68.04,39.74,0
moneyplant,dry,wet,68.43,37.25,0
9oclock,wet,dry,70.82,34.25,1
9oclock,moist,dry,44.81,24.91,1
moneyplant,dry,moist,49.03,31.07,0
moneyplant,moist,wet,77.06,35.37,0
moneyplant,dry,moist,42.67,32.83,0
moneyplant,dry,moist,79.23,31.92,0
9oclock,dry,moist,75.24,30.19,1
9oclock,wet,wet,58.02,34.74,0
9oclock,moist,wet,73.9,34.64,0
9oclock,dry,moist,73.73,22.66,1
moneyplant,wet,dry,66.53,18.11,0
9oclock,moist,moist,77.02,32.77,0
moneyplant,wet,wet,53.74,16.89,0
9oclock,wet,wet,47.62,25.29,0
moneyplant,wet,moist,62.36,19.43,0
9oclock,wet,dry,70.43,20.1,1
9oclock,moist,dry,84.23,27.2,1
moneyplant,wet,moist,50.07,35.23,0
moneyplant,moist,dry,45.17,37.22,0
9oclock,moist,dry,68.13,22.92,1
moneyplant,wet,dry,56.99,20.36,0
9oclock,wet,wet,45.99,37.87,0
moneyplant,moist,moist,80.86,25.41,0
moneyplant,dry,wet,47.48,23.97,0
9oclock,moist,dry,82.58,39.34,1
9oclock,wet,moist,33.2,32.59,0
9oclock,dry,moist,50.1,37.1,1
9oclock,wet,moist,36.84,34.41,0
9oclock,moist,dry,88.31,37.56,1
9oclock,dry,wet,73.32,24.7,1
9oclock,wet,wet,39.27,18.88,0
9oclock,dry,dry,77.52,17.25,1
moneyplant,dry,moist,51.76,37.96,0
9oclock,dry,wet,68.83,22.85,1
9oclock,dry,wet,79.35,29.64,1
9oclock,wet,wet,81.97,38.51,0
moneyplant,wet,wet,62.79,19.71,0
9oclock,wet,dry,44.73,34.34,1
moneyplant,moist,wet,53.76,34.6,0
moneyplant,wet,moist,39.48,38.67,0
moneyplant,dry,dry,83.16,33.71,1
9oclock,moist,dry,78.62,33.28,1
moneyplant,dry,wet,45.4,30.56,0
moneyplant,moist,moist,57.59,32.23,0
moneyplant,moist,moist,86.62,32.23,0
9oclock,moist,wet,78.87,28.86,0
moneyplant,wet,moist,49.93,28.5,0
moneyplant,moist,moist,47.57,28.72,0
moneyplant,dry,moist,72.16,33.95,0
moneyplant,moist,dry,40.47,16.13,0
moneyplant,wet,dry,82.26,32.83,0
moneyplant,moist,wet,54.91,29.16,0
9oclock,moist,wet,76.01,18.7,0
9oclock,moist,dry,87.96,30.93,1
9oclock,dry,moist,78.62,26.92,1
moneyplant,moist,wet,52.42,33.61,0
moneyplant,dry,moist,68.53,21.33,0
moneyplant,wet,dry,32.69,30.65,0
moneyplant,moist,dry,65.93,36.34,0
moneyplant,moist,dry,68.85,21.43,0
9oclock,dry,moist,85.66,15.28,1
9oclock,dry,dry,87.82,18.1,1
moneyplant,dry,dry,35.21,25.94,1
moneyplant,dry,moist,33.83,16.89,0
moneyplant,dry,wet,82.47,18.8,0
moneyplant,moist,wet,79.94,18.06,0
moneyplant,dry,moist,72.14,20.21,0
moneyplant,moist,dry,68.93,16.4,0
9oclock,moist,wet,88.33,26.79,0
moneyplant,moist,wet,51.48,30.93,0
9oclock,moist,dry,54.94,32.44,1
9oclock,dry,moist,88.68,23.71,1
9oclock,moist,dry,54.54,32.75,1
9oclock,moist,wet,69.73,26.07,0
9oclock,moist,moist,61.29,29.62,0
moneyplant,wet,moist,37.39,27.36,0
moneyplant,wet,wet,39.65,22.57,0
9oclock,wet,wet,50.61,37.52,0
moneyplant,dry,wet,76.84,19.59,0
9oclock,wet,moist,87.47,30.16,0
9oclock,dry,moist,84.6,28.14,1
moneyplant,dry,moist,55.14,20.53,0
9oclock,dry,dry,70.0,21.41,1
moneyplant,dry,moist,35.42,37.76,0
9oclock,dry,moist,59.57,17.08,1
9oclock,moist,dry,62.41,19.37,1
moneyplant,wet,wet,74.77,28.03,0
moneyplant,wet,moist,80.88,22.3,0
moneyplant,moist,moist,42.31,29.72,0
moneyplant,moist,moist,40.51,28.66,0
moneyplant,dry,dry,63.29,32.38,1
9oclock,wet,dry,59.52,21.13,1
9oclock,wet,moist,43.29,32.23,0
moneyplant,dry,wet,43.52,39.47,0
moneyplant,wet,moist,85.55,37.65,0
9oclock,dry,moist,34.86,31.72,1
moneyplant,wet,wet,44.32,17.36,0
9oclock,wet,moist,56.09,21.94,0
9oclock,wet,moist,33.74,27.52,0
9oclock,dry,moist,61.51,27.71,1
moneyplant,dry,dry,83.94,23.18,1
9oclock,wet,moist,76.53,29.31,0
moneyplant,wet,wet,71.62,34.67,0
9oclock,dry,dry,88.03,27.81,1
9oclock,moist,wet,87.96,33.64,0
9oclock,moist,wet,42.87,39.62,0
moneyplant,moist,dry,55.71,28.71,0
moneyplant,wet,dry,78.53,38.11,0
9oclock,moist,dry,63.71,27.31,1
moneyplant,wet,wet,44.02,22.39,0
moneyplant,moist,moist,55.42,26.08,0
moneyplant,wet,wet,56.07,27.14,0
moneyplant,moist,dry,73.69,31.33,0
moneyplant,moist,moist,87.07,16.53,0
moneyplant,wet,moist,50.4,37.47,0
9oclock,wet,dry,68.75,20.65,1
9oclock,moist,dry,77.8,27.22,1
moneyplant,dry,dry,41.42,24.43,1
moneyplant,dry,dry,36.77,36.19,1
moneyplant,dry,wet,74.94,39.33,0
9oclock,dry,dry,31.46,32.06,1
moneyplant,dry,moist,39.25,18.84,0
moneyplant,moist,wet,39.3,32.88,0
9oclock,moist,dry,59.17,39.6,1
moneyplant,wet,dry,74.33,33.74,0
moneyplant,moist,wet,58.9,33.54,0
moneyplant,moist,dry,43.59,39.57,0
9oclock,dry,moist,69.35,33.04,1
moneyplant,dry,dry,82.57,39.3,1
moneyplant,moist,dry,30.51,24.86,0
moneyplant,wet,dry,79.48,30.77,0
9oclock,wet,moist,49.28,33.33,0
moneyplant,moist,wet,38.45,22.99,0
9oclock,wet,dry,81.57,30.82,1
9oclock,moist,moist,88.22,21.76,0
9oclock,moist,dry,67.06,37.92,1
moneyplant,wet,wet,67.63,29.21,0
9oclock,wet,moist,68.42,25.25,0
moneyplant,dry,dry,80.98,17.83,1
9oclock,dry,dry,54.15,23.92,1
9oclock,moist,wet,60.64,21.92,0
moneyplant,wet,dry,48.68,39.45,0
9oclock,wet,dry,55.89,32.4,1
9oclock,wet,dry,52.48,31.61,1
moneyplant,moist,dry,52.12,37.21,0
moneyplant,wet,moist,86.25,37.99,0
moneyplant,wet,moist,39.63,17.8,0
9oclock,dry,wet,70.61,30.24,1
9oclock,wet,moist,77.35,39.65,0
moneyplant,moist,dry,58.69,23.55,0
moneyplant,moist,wet,89.23,24.56,0
moneyplant,dry,wet,32.22,20.85,0
